ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:2000177,regulation of neural precursor cell proliferation,56/5901,117/18112,4.0485302321558445e-4,0.003811251515027376,0.002638041358811242,310820/294515/64186/499443/29560/293860/78974/25159/117273/260326/24482/114111/691123/84580/84353/29609/140588/24166/100912563/307940/680419/307505/79218/29619/25744/24370/24494/81517/362860/81659/116554/25509/24225/307740/24596/311331/29361/25495/89808/25496/24842/170820/26955/311332/24592/25553/303181/25587/94188/29216/83501/259270/499593/304729/25313/25273,56
BP,GO:0002065,columnar/cuboidal epithelial cell differentiation,52/5901,107/18112,4.053538631519027e-4,0.003811251515027376,0.002638041358811242,64186/29417/29560/294503/114483/304334/361700/246334/24706/305230/83805/24874/287638/290843/25205/29657/363476/360610/296293/60447/361410/100912563/29456/297480/114851/84426/81745/25271/685072/24705/25509/304883/363185/25296/29300/25496/84046/299284/315617/311860/26955/83501/66019/29577/289525/299116/366214/25735/84010/689210/25273/25346,52
BP,GO:0045921,positive regulation of exocytosis,52/5901,107/18112,4.053538631519027e-4,0.003811251515027376,0.002638041358811242,65153/64440/289733/24602/114514/29219/116470/81820/83730/81803/360725/81022/25159/140908/116728/308589/25316/24771/25531/84590/502585/58942/25216/25248/60564/84589/140594/83841/64830/114593/257648/94338/56827/266806/361969/299156/65171/29316/25716/116600/501083/312166/25328/246772/287645/362645/192177/29716/84477/24888/140665/25047,52
BP,GO:0015849,organic acid transport,143/5901,347/18112,4.0671887109852884e-4,0.00381863828975841,0.002643154277014581,303670/64440/25756/25721/289733/24392/25682/445541/29219/298340/25075/116638/80878/25369/24410/502208/303148/366432/79212/58971/24414/365841/261737/305540/24387/25416/367415/24185/66026/298873/64846/311839/252919/25288/681056/65042/287532/292543/84551/29480/83842/170551/25027/29440/315023/24817/360610/170567/25398/25648/29431/94172/246280/140860/171151/24473/64076/170582/58942/690388/29743/499587/691907/316241/64554/60351/291942/24493/311846/81632/497078/315840/83589/300083/25187/24413/29597/688790/291555/116509/117243/305309/24494/25608/81657/313089/64037/29354/310091/170538/29642/24225/500820/25298/50622/81672/29723/83612/83840/24415/84511/63840/83629/305131/307811/29464/24511/24842/29718/293154/314441/310392/25664/499194/298504/25569/24592/117559/170573/29216/29509/25054/192208/25550/84583/501665/24417/85268/66028/306574/366274/29172/29290/25270/60582/116721/29221/114518/25107/140868/113976/84012/291582,143
BP,GO:0035264,multicellular organism growth,92/5901,210/18112,4.086703658755855e-4,0.0038315026763669755,0.0026520586444632593,24483/25367/24331/64204/64191/29515/306147/84584/498633/29475/25062/78974/29588/300754/313020/297804/303021/361700/295645/24660/29358/24706/56718/313860/305505/290843/313413/316521/24482/140941/252835/24918/25125/170915/313564/299979/25622/311909/246284/65165/170911/83589/679869/684112/365755/295062/361659/246771/114593/685072/79245/24705/297376/54226/360230/25645/313845/24224/304883/94338/171373/291905/83629/299284/83526/29344/312703/25634/24842/54299/78965/298504/689710/29492/29653/303238/24170/290467/290705/307350/288663/300992/309512/24377/24925/360914/140926/25273/498398/300253/308415/170818,92
BP,GO:0061028,establishment of endothelial barrier,30/5901,54/18112,4.094681393262692e-4,0.00383352912826625,0.002653461297607731,680616/50672/116479/171337/84351/307618/24654/298184/310533/315655/25537/65129/305679/369016/81521/25529/317382/59326/302495/24494/24326/498549/81743/295347/25625/299284/24646/26955/24170/306792,30
BP,GO:1903531,negative regulation of secretion by cell,84/5901,189/18112,4.102128557996973e-4,0.003835053805072064,0.002654516636111815,64440/24392/171040/25673/29219/171337/100188944/83730/25075/289747/170917/25750/29335/59295/360904/301363/24451/60568/29358/81526/25196/297893/65190/287537/360797/84402/171044/24484/314623/312502/56029/25622/64519/24560/58976/25248/81648/29180/60584/315348/81632/81735/245921/140594/24948/361596/83727/84009/309757/303008/24494/25608/81657/58950/685258/25601/25675/81672/25017/24373/84685/25496/295347/25625/307128/65032/24842/25664/499194/25569/498650/24592/294075/24693/84405/29528/25467/314622/289949/24324/85268/29290/60582/113976,84
BP,GO:1900180,regulation of protein localization to nucleus,74/5901,163/18112,4.1203341906666794e-4,0.00384661793919038,0.0026625210052705216,29424/84469/24957/293860/64468/310677/302946/361921/29702/29644/171104/24185/81649/83805/116590/289754/54355/367242/296179/25537/85420/303905/499417/363067/170915/114906/58942/84509/365797/300656/300514/140588/64152/60584/291981/303356/25513/307505/295062/26295/288077/25744/309757/25608/363425/54226/170538/29527/24596/298696/360618/25296/114124/316258/362325/305922/310698/25625/315732/289992/171026/294864/24592/299331/313587/89807/25735/89804/303185/295230/362645/25273/25591/170944,74
BP,GO:0046474,glycerophospholipid biosynthetic process,79/5901,176/18112,4.144548880227913e-4,0.0038637512969706047,0.002674380234781177,50560/116723/366508/406165/364380/300046/314641/362696/100361138/289021/140544/311821/29348/361632/290843/313341/287659/171458/64473/85265/363464/306338/312828/94172/316415/361076/305166/114101/310773/365865/140607/64561/79112/500616/60351/362518/286936/362434/362972/170911/363131/25513/298947/25187/296360/303698/54248/29354/366196/25096/29194/364032/368088/24628/170919/688174/313928/81821/81925/499975/29653/316457/313977/308451/29154/362713/360549/116699/353304/89841/308309/309855/287159/308846/688705/140868/59268/295543/54260,79
BP,GO:1901215,negative regulation of neuron death,113/5901,266/18112,4.1774603743329825e-4,0.0038889323908515095,0.0026918098814093286,54278/25051/362255/289733/83516/25479/303010/29219/59319/113893/65218/113955/25369/63868/60630/29560/308444/24451/64357/498995/29409/64444/140908/117273/297893/29707/50646/171565/25205/500985/307901/291908/64622/24482/691317/252835/29491/25125/25398/25149/63879/84353/24560/24525/287110/29411/81735/170911/25232/24948/499497/301285/289353/29619/308890/84006/24408/117520/81745/309757/58853/24881/117232/79245/54226/81517/114634/64371/299138/65179/24224/24225/50622/81672/81737/24596/298696/24335/29884/246274/89808/25262/58868/60445/24516/299608/310392/78965/24922/362738/25325/25579/89811/114503/192235/303181/29386/25054/89807/89828/25550/25676/64826/365382/84582/619558/305081/24334/313173/24681/292804/25273/24888,113
BP,GO:0097178,ruffle assembly,26/5901,45/18112,4.3248603767306263e-4,0.004011760753090774,0.002776828227310833,307973/81531/310460/297096/298594/307845/303584/315655/362107/361674/365865/24629/79121/361503/305552/81651/501841/494343/25404/305156/305497/363875/64303/83527/170845/361167,26
BP,GO:0030041,actin filament polymerization,77/5901,171/18112,4.327661804654135e-4,0.004011760753090774,0.002776828227310833,360272/315121/81531/116667/85246/297518/303342/288669/316369/54227/691418/300754/308864/117028/298584/310695/300519/307925/56718/117273/50646/315655/64226/316521/691149/369016/117542/81504/362918/361517/365396/306941/304282/296710/360854/79121/296935/315348/81732/307482/288077/298006/311647/303653/362919/170538/310131/300838/307348/301511/84685/301737/361256/301709/311860/312915/24170/299909/289257/65261/25252/25676/305497/363875/58814/304816/79253/64303/25566/298399/311224/24171/81917/83527/313838/29324/361167,77
BP,GO:0051650,establishment of vesicle localization,77/5901,171/18112,4.327661804654135e-4,0.004011760753090774,0.002776828227310833,362162/64440/29424/25595/303599/314393/114514/29219/29434/287276/291182/29489/295217/501162/113886/306868/297900/25416/60568/304019/140908/25139/116777/83572/311144/24771/25531/84590/25130/89816/683402/83836/266772/171086/117558/311024/65178/303764/689997/84353/361705/79434/25216/64152/266714/65165/315840/56768/81754/83841/171574/64351/362876/116554/309451/94338/299850/117057/25017/317435/361207/681315/29386/501083/65261/192229/170851/500865/310641/301085/246772/287645/89868/362645/170845/308061/363675,77
BP,GO:0032922,circadian regulation of gene expression,38/5901,73/18112,4.384162777140466e-4,0.004044839466569934,0.0027997243846256217,287422/83516/315606/307829/25640/297417/170917/84469/316351/361700/300807/297893/25523/252917/29657/25690/297508/315713/64462/474154/60447/26295/24668/364382/309757/25261/363676/286994/24596/290447/25368/63840/25620/78962/54299/291023/25587/83724,38
BP,GO:0045600,positive regulation of fat cell differentiation,38/5901,73/18112,4.384162777140466e-4,0.004044839466569934,0.0027997243846256217,294925/85272/363026/311622/685474/293649/306873/282582/303021/24185/498678/81649/289754/24482/317376/84402/24539/25554/302678/295691/260327/498795/100366024/25187/360268/114634/29527/500666/29344/81925/25664/25587/313587/294075/299116/296757/500311/361606,38
BP,GO:0048934,peripheral nervous system neuron differentiation,10/5901,12/18112,4.394029825616861e-4,0.004044839466569934,0.0027997243846256217,307376/24660/64444/303991/291709/362733/64637/114503/25054/688999,10
BP,GO:0048935,peripheral nervous system neuron development,10/5901,12/18112,4.394029825616861e-4,0.004044839466569934,0.0027997243846256217,307376/24660/64444/303991/291709/362733/64637/114503/25054/688999,10
BP,GO:2000322,regulation of glucocorticoid receptor signaling pathway,10/5901,12/18112,4.394029825616861e-4,0.004044839466569934,0.0027997243846256217,287422/170917/29657/60447/24413/65179/24225/25344/25054/83724,10
BP,GO:0007026,negative regulation of microtubule depolymerization,21/5901,34/18112,0.00044430238044650637,0.004068363650641202,0.0028160071647747673,360459/25595/114514/361828/24205/81823/311546/54252/25152/289400/313861/286993/29456/314814/404280/311429/291852/361015/84510/363823/29264,21
BP,GO:0009649,entrainment of circadian clock,21/5901,34/18112,0.00044430238044650637,0.004068363650641202,0.0028160071647747673,287422/170917/25229/306129/300954/315713/474154/60447/192223/24668/59265/59329/498941/63840/78962/24842/245980/365564/316259/25587/313782,21
BP,GO:0048841,regulation of axon extension involved in axon guidance,21/5901,34/18112,0.00044430238044650637,0.004068363650641202,0.0028160071647747673,361764/311384/301346/65047/303901/290562/296789/84609/361324/24882/29751/296787/293042/303181/363142/140585/171119/310630/309280/306790/140590,21
BP,GO:0048738,cardiac muscle tissue development,111/5901,261/18112,4.444275266972637e-4,0.004068363650641202,0.0028160071647747673,85272/24392/64353/24602/64204/25267/308913/100360552/501099/29275/366980/50686/293165/25703/312781/497991/64444/64202/24706/308766/56718/81649/116590/24205/311098/171356/679028/29480/24482/170915/29431/363630/313564/117558/314848/29733/24629/89843/50557/307562/24782/155430/681740/25639/289144/686117/499497/309957/297480/25546/24413/81507/309757/295929/25271/24705/314930/59112/79558/24326/114487/298696/25495/25296/365298/59329/63839/29300/60445/81516/293024/25725/25496/25654/353305/314850/312566/299284/24511/50563/170899/689710/311332/50554/114503/304514/303181/25587/364706/29216/84583/308831/296345/298652/315891/299116/246297/291414/24585/25671/100910104/24377/84010/360718/24925/81728/303101/155437/689560/116676/24837,111
BP,GO:0032414,positive regulation of ion transmembrane transporter activity,61/5901,130/18112,4.459653315123127e-4,0.004076778779469699,0.0028218318808297884,29424/24602/25751/25297/25650/84351/81722/25471/686019/116477/63883/54348/171104/66026/116465/140908/192129/117087/24214/25327/287715/361618/312981/311171/25399/192249/58942/498328/498174/24242/24244/50663/79246/59326/64152/363674/59312/24782/681024/317420/362895/306811/361110/116509/24718/54323/24326/25296/25017/313633/361833/116600/691246/60460/246153/89786/296345/366274/24925/65144/689560,61
BP,GO:2000116,regulation of cysteine-type endopeptidase activity,108/5901,253/18112,4.469907577750514e-4,0.004080493191821833,0.002824402892837254,170819/29424/287357/29219/29417/29173/305999/25369/116502/24410/63868/54702/294503/83476/117279/360968/25505/29702/361182/246334/171104/25385/58935/24185/116549/117273/83805/191568/171287/500318/316521/24482/500133/24817/266680/300948/170915/315203/312981/298298/63879/315713/294313/25584/307480/282844/317673/500501/245921/290317/24404/363265/24716/24408/309757/295922/100362347/116643/79245/297376/298784/58918/54226/64044/287931/29527/64371/25298/25240/25406/24596/29884/64547/315151/58946/315732/60371/192154/300193/25664/78963/306417/64513/313339/303181/94195/307428/25550/64314/361567/308896/497811/66028/171390/81917/58834/29441/499593/292949/25420/83584/282845/292804/308061/684545/294520/24888/25238,108
BP,GO:0050708,regulation of protein secretion,131/5901,315/18112,4.480610048985608e-4,0.004084605924324225,0.002827249610876265,25051/360570/64440/84591/24392/25682/25673/300666/25479/294560/81820/293649/83730/81803/25369/81022/360904/24957/29560/25703/288995/24505/301363/25012/171104/683667/364403/64444/170912/81526/65206/25196/297893/252917/65152/24482/65190/309135/85420/24675/29657/25027/24817/84402/170915/312896/60391/114111/117096/24247/314623/312502/56029/25622/361351/24560/60351/25248/171018/81648/29180/24493/60564/60447/287275/311846/79121/361967/81632/78961/81735/245921/94270/679869/140594/301285/361596/83727/64830/25668/309757/303008/60382/24952/24494/25608/60334/25099/58950/685258/25601/117026/252857/25675/24329/293615/81741/84023/316258/63840/287005/83629/171052/65984/315617/307128/361969/365410/50563/360034/25664/24640/25569/498650/54234/294806/84405/500865/25467/170816/363875/289949/25735/100360412/362645/24925/29716/25313/310669/113976/690163,131
BP,GO:0061640,cytoskeleton-dependent cytokinesis,49/5901,100/18112,4.6212037262935093e-4,0.004206241159123773,0.0029114421074419553,64204/310097/289820/83620/361921/300754/304092/64373/307925/116728/363219/117273/24205/171565/25537/83788/305227/294074/29439/293507/25130/291597/56003/81732/307833/691335/287873/303135/680835/297995/362504/29402/309891/362919/288587/363720/301295/307348/364419/362700/314265/361833/282834/363542/501083/25676/246772/140926/365024,49
BP,GO:0070849,response to epidermal growth factor,35/5901,66/18112,4.626801457085018e-4,0.004206241159123773,0.0029114421074419553,84686/64186/83709/79438/313729/117279/298765/497991/24185/64831/116590/316521/24482/498003/117542/25554/302678/25622/117255/81732/81745/192155/25261/24329/79128/192126/301511/29344/362738/364706/25676/25738/25663/361167/25238,35
BP,GO:0014909,smooth muscle cell migration,55/5901,115/18112,4.649314661958967e-4,0.004219647881238618,0.0029207218643106897,360272/24392/25682/78969/83516/311384/81722/171104/81526/117273/64457/83805/289754/25205/679028/25285/24482/29431/305987/24484/116548/25584/24629/59326/360854/300339/25694/499497/84009/29597/81507/58853/25154/303634/25678/361945/81517/25614/252857/24224/83840/84023/25017/301511/362398/24628/302415/361969/24807/25664/25426/301512/116744/246297/25273,55
BP,GO:0036503,ERAD pathway,51/5901,105/18112,4.6609718439457096e-4,0.004219647881238618,0.0029207218643106897,362912/689593/29144/407784/363160/84508/294331/287155/304150/29702/315112/303567/64202/500587/311545/361367/293939/140639/360967/314352/317396/116643/362891/60331/290823/361094/294862/292755/680945/24908/294513/297504/289085/499157/299608/100910823/315000/286758/362301/294708/315608/680423/25404/361014/298652/298577/291000/361712/286900/494125/171129,51
BP,GO:0007019,microtubule depolymerization,29/5901,52/18112,4.667157192266655e-4,0.004219647881238618,0.0029207218643106897,360459/79423/25595/114514/363974/361828/66026/24205/81823/311546/54252/24473/287624/25152/289400/313861/286993/29456/314814/404280/311429/291852/361015/84510/362700/315297/363823/29264/64301,29
BP,GO:0099054,presynapse assembly,29/5901,52/18112,4.667157192266655e-4,0.004219647881238618,0.0029207218643106897,83721/294380/171393/363058/309659/688721/29219/306147/287986/25466/114850/60391/117096/25529/306055/498922/50557/79121/309349/56768/83841/54226/291388/29138/58868/114589/290467/303181/306183,29
BP,GO:0007632,visual behavior,40/5901,78/18112,4.680567309382443e-4,0.004225975224128724,0.002925101473520333,29424/315606/114705/170714/360904/29560/29691/307206/140908/25049/56718/64457/300772/360616/25699/24448/60324/54239/24316/24525/311443/680647/192223/24408/54226/25195/25298/25675/304883/25495/64030/293614/24511/311055/310392/24592/54234/29386/287476/311191,40
BP,GO:0061013,regulation of mRNA catabolic process,78/5901,174/18112,4.7147497871488886e-4,0.004251014479767212,0.0029424329436969236,192178/689890/307745/311786/364834/360760/684558/308473/362171/399489/298765/303158/361182/296467/303193/313591/170912/361109/56718/64510/313053/25537/363133/266600/363854/289014/361736/81825/260416/303477/311909/298874/361927/319110/303250/24948/295428/117180/100364335/308266/499022/29619/362609/305035/304859/679712/259170/287433/680127/303774/360917/25383/252832/170842/291905/306672/408200/299284/361857/116506/305826/29344/361920/307070/291604/291841/313587/117017/680486/313481/303572/679841/287249/308441/171350/305468/313019/302368,78
BP,GO:0050873,brown fat cell differentiation,32/5901,59/18112,4.7428901443460675e-4,0.004270544937347668,0.0029559513784290846,85272/306873/81708/59108/66026/65162/56718/81649/25139/361060/63995/317376/260327/100366024/83727/309757/25608/25645/114634/29527/291905/25664/291406/294075/84583/296757/303185/305078/367455/24925/360914/24860,32
BP,GO:0061437,renal system vasculature development,20/5901,32/18112,4.863914894741775e-4,0.004366757123538197,0.00302254675409283,85272/25267/117092/117279/89805/171356/24499/498328/24629/24326/25240/25296/25496/24628/29492/89807/29577/89804/305081/298878,20
BP,GO:0061440,kidney vasculature development,20/5901,32/18112,4.863914894741775e-4,0.004366757123538197,0.00302254675409283,85272/25267/117092/117279/89805/171356/24499/498328/24629/24326/25240/25296/25496/24628/29492/89807/29577/89804/305081/298878,20
BP,GO:0032411,positive regulation of transporter activity,64/5901,138/18112,4.869619914733083e-4,0.004366757123538197,0.00302254675409283,29424/24602/315606/688993/25751/25297/25650/84351/81722/25471/686019/116477/63883/54348/171104/66026/116465/140908/192129/117087/24214/25327/287715/361618/312981/311171/25399/192249/58942/498328/498174/24242/24244/50663/79246/59326/64152/363674/59312/24782/681024/317420/362895/306811/361110/116509/24718/54323/170538/24326/25296/25017/313633/361833/116600/691246/60460/246153/89786/296345/366274/24925/65144/689560,64
BP,GO:0001881,receptor recycling,25/5901,43/18112,4.8769691339767523e-4,0.004367405375277279,0.003022995455757329,304286/29219/29628/56820/50592/296380/688685/25247/192249/303734/79434/297995/81715/298296/79128/361617/288664/60355/308869/100361543/359728/81751/314634/29528/363235,25
BP,GO:0006937,regulation of muscle contraction,76/5901,169/18112,4.926278520600125e-4,0.004405576896780926,0.003049416711887587,25722/24602/501099/25650/686019/58971/25505/192206/298184/117028/25103/171104/683667/66026/117273/114553/29571/171115/25101/312981/305987/140448/29209/192249/117558/24174/25029/24242/24244/50663/307562/291760/308899/81632/289734/24782/25342/24626/25154/295929/29693/24165/58950/29712/29527/497757/360618/84023/64030/81516/65032/50563/24807/29316/64513/25592/299331/59266/691246/85385/313587/24693/25252/25404/170851/84583/246297/24585/24324/306327/29290/24925/29659/689560/24837/25238,76
BP,GO:0031669,cellular response to nutrient levels,113/5901,267/18112,4.946486823615279e-4,0.004417655102228768,0.0030577769067962656,84591/81530/294515/303010/59319/114700/25297/80846/501099/100362634/24410/24957/305482/25512/287986/293561/25696/24451/29702/497991/497198/289021/58935/361632/56718/362245/64831/116590/25196/289754/252919/25389/56759/500985/64562/84402/24539/287044/25520/116466/29237/297508/25554/24247/500843/500034/24950/25612/291760/300339/24944/287585/64512/363131/679869/114851/84426/309757/116546/289419/100362347/25271/499073/300095/25608/83586/65133/361945/25099/313929/298296/170538/29642/116554/310960/24224/360799/59329/58868/315427/60445/100361376/24516/78975/316214/299284/246142/24511/25729/24842/29468/170820/293154/25664/298504/337868/64513/81647/313587/298514/300051/312166/59107/299694/25404/84575/294518/303185/290794/25334/24953/60661/140590,113
BP,GO:1903362,regulation of cellular protein catabolic process,110/5901,259/18112,4.992741090674223e-4,0.004452930518083058,0.0030821935598578567,689593/24650/83721/78969/25479/360860/313493/29582/50686/287155/315047/315160/304150/291921/64363/24185/305424/317381/54281/116549/290986/309591/65040/289754/306007/50646/300772/308068/315655/294557/362817/311842/360610/499417/287044/81521/361585/315713/360967/361769/64462/360772/25152/689852/500616/315294/306825/50557/289623/317396/307940/24404/83841/24948/26295/301020/303008/287716/361749/24881/304522/58936/316539/116643/266712/314785/690038/81715/298296/60331/25614/500666/116554/309639/79128/309306/368062/192126/303497/361930/81516/499157/690516/362900/288734/299608/81763/300193/113927/81751/300756/83722/315000/286758/306417/299331/29216/25404/246273/298012/288762/24854/25621/362849/362645/24681/289508/25313/25423/290365,110
BP,GO:0048771,tissue remodeling,95/5901,219/18112,5.006204786428233e-4,0.004458904830722768,0.0030863288114338495,308703/24392/24331/307973/114110/304581/297096/293649/25075/113955/116502/360904/29560/81707/81722/293860/316516/308444/312781/24390/689984/311437/58935/83805/303584/29175/308716/50646/307403/25537/171356/679028/25285/24482/287537/25699/25181/311144/252835/24817/24918/84402/25690/89791/315713/24268/84353/29733/24493/60584/81732/499497/296787/361400/25668/25147/58954/292537/360863/25608/286994/24476/81517/25548/24326/24329/24906/84358/84023/25094/64637/81651/24646/24842/50563/25664/29492/366492/311332/24592/29452/155140/364706/25404/360737/363875/116699/64195/170909/140590/498997/29221/25447/29146/140665,95
BP,GO:0042593,glucose homeostasis,141/5901,343/18112,5.038871818317985e-4,0.004473883973239684,0.00309669695358436,84403/81530/25682/83516/294515/300666/294560/29417/293649/170917/81803/501099/29335/266777/245977/29560/81722/25703/310615/288995/24505/301363/365228/25114/25293/171104/683667/58935/24185/66026/25058/25139/293546/289754/25549/252917/24954/65152/25285/24482/309135/24675/171015/25699/25027/24817/500562/363067/25125/25398/170915/312896/296372/60391/24247/29645/365802/312502/25622/85497/79434/60351/25248/81648/311846/170911/364755/287643/25513/679869/24404/499497/309957/301285/83727/26295/64830/689008/306009/117063/288923/288105/25147/309757/117282/25059/24952/24494/25608/25099/58950/362860/64035/685258/25085/308051/24224/25509/304298/25675/24596/192281/81741/84023/315427/364634/287005/78975/295347/305131/299284/360801/65984/315617/25634/365410/25664/499194/171116/50554/54234/294806/288227/170851/500865/360549/363875/25735/25663/25334/24953/29716/292804/64709/312670/140868/690163/29573/63997/25238/171078,141
BP,GO:0042733,embryonic digit morphogenesis,37/5901,71/18112,5.043386120644948e-4,0.004473883973239684,0.00309669695358436,24392/293649/314694/311743/312781/296511/81666/297893/367242/114850/288154/299979/84353/25483/140588/361410/85489/315039/298894/81710/81507/305552/307740/25495/25296/64547/64637/25496/353305/50554/287612/363286/298878/310418/362265/312651/304729,37
BP,GO:0060350,endochondral bone morphogenesis,37/5901,71/18112,5.043386120644948e-4,0.004473883973239684,0.00309669695358436,363026/314393/25431/314910/304581/81707/24706/66026/287644/367218/313564/499497/684112/25546/680712/114593/308718/298101/685072/24705/81518/500485/681309/94338/25296/305104/171052/24695/29345/364706/81647/25586/89804/311215/64824/29441/140590,37
BP,GO:0048644,muscle organ morphogenesis,44/5901,88/18112,5.101294795691791e-4,0.004519171236344704,0.0031280435263905237,25367/308913/29275/312781/497991/288057/64444/289229/311098/171356/679028/117558/29733/60584/64512/155430/25639/25546/81507/295929/25271/314930/25714/59112/24326/114487/293677/25495/58868/81516/25496/25654/689710/311332/50554/114503/364706/29216/360737/298652/24585/155437/689560/24837,44
BP,GO:0046890,regulation of lipid biosynthetic process,87/5901,198/18112,5.14431021682926e-4,0.00455116089115727,0.0031501858678541876,24483/24388/84380/289733/83516/64191/114700/245977/83476/300664/116486/313020/100361138/25114/304785/305150/171104/24185/287447/289560/56718/24470/308589/64194/252917/24482/25317/293939/24448/301024/25554/305795/94172/170582/288985/498795/679692/116490/60351/362434/24493/64152/679869/404280/288783/25187/24413/288105/84426/309757/84431/300095/84497/24494/25608/170538/29527/290823/94338/79128/360618/293615/59329/291914/171548/24628/29316/298504/29653/313977/353252/29154/58813/501664/246273/79253/25104/25735/252900/140638/58850/54225/29441/25107/140868/25447/171078,87
BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,58/5901,123/18112,5.20795878084149e-4,0.00460129441347537,0.0031848868853064792,307251/85272/79216/502727/25236/83711/364786/29417/294503/307618/83476/294754/252833/79225/54281/690899/296952/25196/296179/679028/84574/252835/170915/89817/363294/25483/59302/361096/81735/83841/300032/81710/81507/308870/24401/79558/79128/25296/311071/29300/25496/84046/290744/29263/29152/25664/29492/300813/50554/94188/29577/246297/500311/361244/303185/367455/140590/25591,58
BP,GO:0055092,sterol homeostasis,46/5901,93/18112,5.232633125603363e-4,0.0046169056132331675,0.0031956925197442368,293649/286970/300664/288995/25114/367415/300807/289754/64194/252917/65030/291437/360610/24539/60351/306825/287275/29135/114628/309757/300095/286898/266770/298296/25675/303403/300644/266732/308869/100361543/25634/54299/313210/301264/298186/25404/303330/294400/360549/25735/252900/140638/100912115/54225/300228/29573,46
BP,GO:0032963,collagen metabolic process,56/5901,118/18112,5.285610525862228e-4,0.004654036910550171,0.003221393761880146,25682/498011/291228/117092/360904/313729/29560/81707/81722/297595/84352/83513/690899/360632/29175/65210/300341/170915/24499/315731/117033/362165/24629/60351/59326/29180/300339/25335/680712/114593/84426/360863/25261/170538/24401/94338/291848/25481/25296/63849/295347/171052/299284/24628/24511/29345/29316/25664/59107/64529/619558/170520/29221/300253/494125/117183,56
BP,GO:0072012,glomerulus vasculature development,19/5901,30/18112,5.288838789261232e-4,0.004654036910550171,0.003221393761880146,85272/25267/117092/117279/89805/171356/24499/24629/24326/25240/25296/25496/24628/29492/89807/29577/89804/305081/298878,19
BP,GO:0045017,glycerolipid biosynthetic process,93/5901,214/18112,5.296673024126049e-4,0.004654203194176708,0.0032215088587406833,50560/116723/366508/406165/364380/300046/314641/362696/100361138/289021/140544/287447/311821/29348/361632/25288/290843/313341/287659/171458/64473/85265/363464/24539/306338/312828/94172/316415/361076/305166/114101/310773/365865/140607/64561/679692/79112/500616/60351/362518/286936/362434/362972/170911/363131/25513/679869/298947/25187/296360/303698/117243/84497/54248/29354/366196/25096/361401/59329/291914/29194/364032/368088/24628/170919/688174/313928/81821/81925/499975/298504/29653/316457/313977/308451/29154/362713/360549/79253/116699/353304/89841/252900/308309/309855/287159/308846/688705/140868/113976/59268/295543/54260,93
BP,GO:0003179,heart valve morphogenesis,28/5901,50/18112,5.316313273684194e-4,0.004654203194176708,0.0032215088587406833,360272/24708/93667/313575/85471/363071/83476/56718/25537/155430/85489/499497/680712/81507/79558/25296/367100/25496/58946/312566/50563/29492/50554/304514/170909/140590/155437/29146,28
BP,GO:0050919,negative chemotaxis,28/5901,50/18112,5.316313273684194e-4,0.004654203194176708,0.0032215088587406833,296456/360272/361764/311384/299236/303311/301346/65047/303901/117273/171287/290562/296789/84609/361324/498596/29751/296787/293042/366205/286994/58946/114523/363142/140585/310630/309280/306790,28
BP,GO:0001938,positive regulation of endothelial cell proliferation,48/5901,98/18112,5.317273562759916e-4,0.004654203194176708,0.0032215088587406833,58812/680616/24483/24790/499745/114110/366508/24451/94203/25159/24185/56718/24482/311144/24918/25125/114111/25584/192248/117027/498309/81745/309757/292658/361698/363425/81517/498764/310131/64535/114487/25296/24516/299284/24628/83518/29316/25325/24592/89811/25404/308336/25738/367455/140590/308061/29221/25313,48
BP,GO:0014910,regulation of smooth muscle cell migration,50/5901,103/18112,5.360096663941416e-4,0.004675261458166429,0.003236084798200625,360272/24392/25682/78969/83516/311384/81722/171104/117273/64457/83805/289754/25205/679028/25285/24482/29431/305987/24484/116548/25584/24629/59326/300339/25694/499497/29597/81507/58853/25154/303634/361945/81517/25614/252857/24224/83840/84023/25017/301511/362398/24628/302415/361969/24807/25664/25426/116744/246297/25273,50
BP,GO:0050772,positive regulation of axonogenesis,50/5901,103/18112,5.360096663941416e-4,0.004675261458166429,0.003236084798200625,65172/25183/302965/363062/306147/315217/29477/501099/84394/83572/29457/64622/100910729/309376/170915/29431/89816/65178/24882/29456/307833/307940/360921/25546/171355/305589/501069/24225/303823/311071/58946/362398/114208/312652/114523/303181/25054/289392/140933/170851/50687/171119/296558/84005/29465/309280/83527/306790/170845/140590,50
BP,GO:0045834,positive regulation of lipid metabolic process,77/5901,172/18112,5.362612141365226e-4,0.004675261458166429,0.003236084798200625,24483/289733/25682/83516/60589/59319/25267/245977/59295/83476/291912/300664/116486/304785/305150/24185/287447/56718/83805/308589/50646/252917/24482/25317/301024/305795/94172/498795/679692/24629/60351/24493/64152/363131/679869/404280/85489/25187/288105/84426/309757/58853/298006/300095/84497/24494/54226/315673/170538/29527/94338/79128/293615/291914/24628/81821/29316/25664/298504/29653/295378/353252/29154/58813/25467/363875/25104/25735/89804/25621/252900/140638/29290/29441/25107/25447/171078,77
