ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,116647/60391/363948,3
GO:0022010,central nervous system myelination,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,307855/117258/309095,3
GO:0030318,melanocyte differentiation,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,499497/25094/64030,3
GO:0032291,axon ensheathment in central nervous system,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,307855/117258/309095,3
GO:0033688,regulation of osteoblast proliferation,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,25172/117273/25339,3
GO:0035521,monoubiquitinated histone deubiquitination,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,294018/298247/287734,3
GO:0035522,monoubiquitinated histone H2A deubiquitination,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,294018/298247/287734,3
GO:0044321,response to leptin,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,24323/83626/25125,3
GO:0048714,positive regulation of oligodendrocyte differentiation,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,25167/56718/499022,3
GO:0051354,negative regulation of oxidoreductase activity,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,116553/25248/29219,3
GO:0090151,establishment of protein localization to mitochondrial membrane,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,24242/24244/50663,3
GO:0097186,amelogenesis,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,81647/363216/25312,3
GO:1905523,positive regulation of macrophage migration,3/1145,29/18112,0.2766733000437894,0.4962512141038744,0.37859657141416386,445442/29152/116590,3
GO:0019216,regulation of lipid metabolic process,27/1145,377/18112,0.27744231518773377,0.49747686287213777,0.3795316349630974,24413/679692/24493/24831/315673/300807/116490/289733/171548/85489/64152/314423/56718/140586/362434/25248/252900/300095/24628/64030/24483/54226/295378/83516/29219/305472/365297,27
GO:0050851,antigen receptor-mediated signaling pathway,13/1145,170/18112,0.2788174970103901,0.4987909235154094,0.3805341490931057,499497/287673/363229/64513/58942/85471/116590/287974/295378/116477/297480/63835/301173,13
GO:0006401,RNA catabolic process,20/1145,273/18112,0.2789754684676425,0.4987909235154094,0.3805341490931057,303477/298874/313481/309762/362609/360917/79256/500562/361920/689890/170842/363984/316098/56718/29619/499022/361736/305468/25537/363854,20
GO:0006275,regulation of DNA replication,11/1145,141/18112,0.27901442837145435,0.4987909235154094,0.3805341490931057,303348/309762/316440/24498/246284/116554/306096/288257/24628/78973/64709,11
GO:0001706,endoderm formation,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,25654/85250/306628/60587/84353,5
GO:0006360,transcription by RNA polymerase I,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,361825/56718/365299/303745/25574,5
GO:0006406,mRNA export from nucleus,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,690693/360726/292085/311182/360845,5
GO:0043620,regulation of DNA-templated transcription in response to stress,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,309434/304127/679028/302705/497198,5
GO:0044058,regulation of digestive system process,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,64513/362434/24925/116477/29335,5
GO:0071364,cellular response to epidermal growth factor stimulus,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,81732/25261/117255/140586/64831,5
GO:1900271,regulation of long-term synaptic potentiation,5/1145,56/18112,0.2790342610365225,0.4987909235154094,0.3805341490931057,316539/29431/24925/54226/24592,5
GO:0046686,response to cadmium ion,7/1145,84/18112,0.2805904061627706,0.501099979047831,0.38229575789714326,500485/116554/362591/58976/116590/64030/84353,7
GO:2000379,positive regulation of reactive oxygen species metabolic process,7/1145,84/18112,0.2805904061627706,0.501099979047831,0.38229575789714326,287287/445442/140914/84360/24628/54226/29219,7
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,6/1145,70/18112,0.28084383944568414,0.501099979047831,0.38229575789714326,287287/58964/685679/24888/83516/25125,6
GO:0046579,positive regulation of Ras protein signal transduction,6/1145,70/18112,0.28084383944568414,0.501099979047831,0.38229575789714326,302373/29434/310738/60336/287633/24525,6
GO:0090311,regulation of protein deacetylation,6/1145,70/18112,0.28084383944568414,0.501099979047831,0.38229575789714326,116554/306576/116633/306007/296072/313757,6
GO:1902017,regulation of cilium assembly,6/1145,70/18112,0.28084383944568414,0.501099979047831,0.38229575789714326,303240/307302/83788/288654/367171/311349,6
GO:0045861,negative regulation of proteolysis,27/1145,378/18112,0.28208847381654056,0.5031661072131596,0.38387203422103733,310753/306404/311331/310738/287357/25325/310552/24498/24881/316539/83823/100362347/445442/298744/301020/295357/304150/308896/24888/282845/500501/116549/54226/306007/683470/29219/25406,27
GO:0061025,membrane fusion,12/1145,156/18112,0.28276919026622843,0.5042254050017575,0.38468018642192203,81802/25697/252853/266688/314764/60568/25716/64152/303292/64630/295378/29219,12
GO:0042157,lipoprotein metabolic process,11/1145,142/18112,0.2867009327762617,0.5110794030392924,0.38990919157846554,366014/300046/298184/290549/313210/363464/140914/361171/83626/252900/312927,11
GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,312299/315291/500715/84353,4
GO:0045880,positive regulation of smoothened signaling pathway,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,287357/25273/683470/266813,4
GO:0051180,vitamin transport,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,289175/315023/116721/50622,4
GO:0071825,protein-lipid complex subunit organization,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,266770/289733/313210/362434,4
GO:0098801,regulation of renal system process,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,360468/24323/24925/24628,4
GO:0120009,intermembrane lipid transfer,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,315673/500132/365652/313210,4
GO:2000249,regulation of actin cytoskeleton reorganization,4/1145,43/18112,0.2877151238637388,0.5117873802551678,0.39044931669846916,81732/306941/25697/361041,4
GO:0002833,positive regulation of response to biotic stimulus,14/1145,186/18112,0.28824585830206045,0.5125744114247359,0.39104975311842366,298874/362609/499285/29434/690005/293294/64023/64566/300649/306012/363984/307390/303088/363058,14
GO:0030148,sphingolipid biosynthetic process,8/1145,99/18112,0.288425015847958,0.5127359589752738,0.39117299986727927,499174/307855/25505/498728/58857/313339/361895/83626,8
GO:0098813,nuclear chromosome segregation,20/1145,275/18112,0.2899758908260587,0.5130470541277884,0.39141033844656786,81732/287624/499360/299957/295107/293056/246284/291659/287634/311336/24205/368002/362485/310658/116633/303745/24708/315330/314949/84353,20
GO:0001824,blastocyst development,12/1145,157/18112,0.29010751574364374,0.5130470541277884,0.39141033844656786,114208/690512/245921/295061/59112/686412/362720/170845/361825/24790/288447/64169,12
GO:0006513,protein monoubiquitination,7/1145,85/18112,0.2906713517647863,0.5130470541277884,0.39141033844656786,360785/304850/291553/313216/304495/303088/287734,7
GO:0030071,regulation of mitotic metaphase/anaphase transition,5/1145,57/18112,0.29147798291905536,0.5130470541277884,0.39141033844656786,299957/291659/24205/24708/314949,5
GO:0030858,positive regulation of epithelial cell differentiation,5/1145,57/18112,0.29147798291905536,0.5130470541277884,0.39141033844656786,287615/84584/266604/140586/84353,5
GO:0038066,p38MAPK cascade,5/1145,57/18112,0.29147798291905536,0.5130470541277884,0.39141033844656786,81647/303200/192256/303604/29335,5
GO:0002720,positive regulation of cytokine production involved in immune response,6/1145,71/18112,0.29193806555759444,0.5130470541277884,0.39141033844656786,287287/293294/64566/24498/85471/64030,6
GO:0006911,"phagocytosis, engulfment",6/1145,71/18112,0.29193806555759444,0.5130470541277884,0.39141033844656786,313033/307016/445442/313210/84360/314543,6
GO:0009145,purine nucleoside triphosphate biosynthetic process,6/1145,71/18112,0.29193806555759444,0.5130470541277884,0.39141033844656786,287287/58964/685679/24888/83516/25125,6
GO:0010043,response to zinc ion,6/1145,71/18112,0.29193806555759444,0.5130470541277884,0.39141033844656786,292022/64469/362591/25549/58976/64831,6
GO:0001710,mesodermal cell fate commitment,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,310552/81507,2
GO:0001820,serotonin secretion,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,25505/25248,2
GO:0001886,endothelial cell morphogenesis,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,25261/499723,2
GO:0003334,keratinocyte development,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,25446/314423,2
GO:0006349,regulation of gene expression by genomic imprinting,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,29386/314205,2
GO:0006677,glycosylceramide metabolic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,307855/83626,2
GO:0009070,serine family amino acid biosynthetic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,83784/291314,2
GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,58964/685679,2
GO:0010421,hydrogen peroxide-mediated programmed cell death,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,64513/64045,2
GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,85489/305472,2
GO:0015693,magnesium ion transport,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,289594/363216,2
GO:0019896,axonal transport of mitochondrion,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,362700/171086,2
GO:0031268,pseudopodium organization,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,24205/64030,2
GO:0032817,regulation of natural killer cell proliferation,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,100361294/24514,2
GO:0034497,protein localization to phagophore assembly site,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,252853/691631,2
GO:0035336,long-chain fatty-acyl-CoA metabolic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,361895/252900,2
GO:0042416,dopamine biosynthetic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,54278/29219,2
GO:0043084,penile erection,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,29263/25248,2
GO:0045651,positive regulation of macrophage differentiation,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,78969/24708,2
GO:0045820,negative regulation of glycolytic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,83516/25125,2
GO:0046549,retinal cone cell development,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,24831/365394,2
GO:0048302,regulation of isotype switching to IgG isotypes,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,287287/303348,2
GO:0060382,regulation of DNA strand elongation,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,316440/64709,2
GO:0060766,negative regulation of androgen receptor signaling pathway,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,25149/297480,2
GO:0070234,positive regulation of T cell apoptotic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,499285/64566,2
GO:0070243,regulation of thymocyte apoptotic process,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,499285/64566,2
GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,25493/683206,2
GO:0070572,positive regulation of neuron projection regeneration,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,170845/361092,2
GO:0070932,histone H3 deacetylation,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,312398/303745,2
GO:0071281,cellular response to iron ion,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,300339/64831,2
GO:0072224,metanephric glomerulus development,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,286994/24628,2
GO:0090336,positive regulation of brown fat cell differentiation,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,289026/306873,2
GO:0090520,sphingolipid mediated signaling pathway,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,192270/312203,2
GO:1902018,negative regulation of cilium assembly,2/1145,17/18112,0.29248807253926623,0.5130470541277884,0.39141033844656786,288654/367171,2
GO:0072593,reactive oxygen species metabolic process,18/1145,246/18112,0.2941319953494577,0.5134319304040141,0.3917039656145352,287287/554172/298894/24954/24323/445442/117273/25149/25059/140914/84360/501052/24628/54226/27080/29219/287478/25125,18
GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,18/1145,246/18112,0.2941319953494577,0.5134319304040141,0.3917039656145352,64865/116647/25325/317183/300649/79558/304982/60391/117242/266729/83689/306451/641521/363058/65132/363948/116477/306055,18
GO:0005979,regulation of glycogen biosynthetic process,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,24954/56718/24483,3
GO:0006882,cellular zinc ion homeostasis,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,363229/64469/58976,3
GO:0009225,nucleotide-sugar metabolic process,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,360518/171129/361245,3
GO:0010962,regulation of glucan biosynthetic process,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,24954/56718/24483,3
GO:0021544,subpallium development,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,29386/314423/297480,3
GO:0021602,cranial nerve morphogenesis,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,312213/315996/303491,3
GO:0034104,negative regulation of tissue remodeling,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,24498/689984/25341,3
GO:0043153,entrainment of circadian clock by photoperiod,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,313782/299691/170917,3
GO:0043586,tongue development,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,24225/64030/84353,3
GO:0045730,respiratory burst,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,29573/290549/24954,3
GO:0051503,adenine nucleotide transport,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,310791/116721/362287,3
GO:0071425,hematopoietic stem cell proliferation,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,64566/310552/24881,3
GO:0071467,cellular response to pH,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,64152/79434/497198,3
GO:0090330,regulation of platelet aggregation,3/1145,30/18112,0.29427664894846034,0.5134319304040141,0.3917039656145352,24176/24498/24514,3
GO:0032612,interleukin-1 production,9/1145,114/18112,0.2942992532525937,0.5134319304040141,0.3917039656145352,64566/287673/24498/54226/683206/24514/297480/362979/25125,9
GO:0032652,regulation of interleukin-1 production,9/1145,114/18112,0.2942992532525937,0.5134319304040141,0.3917039656145352,64566/287673/24498/54226/683206/24514/297480/362979/25125,9
GO:0008154,actin polymerization or depolymerization,15/1145,202/18112,0.2967447412367887,0.5175427959209357,0.3948401989294736,81732/310131/306941/116667/85246/301709/58814/315655/117273/56718/300838/79249/29153/79121/308666,15
GO:0097530,granulocyte migration,12/1145,158/18112,0.29750077585565476,0.5185755151170567,0.39562807397294536,287287/499285/24493/29573/29681/287673/24323/445442/64513/29152/116590/295378,12
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,8/1145,100/18112,0.29778345976580556,0.5185755151170567,0.39562807397294536,302373/24323/24418/309135/25339/24414/362466/29335,8
GO:0043473,pigmentation,8/1145,100/18112,0.29778345976580556,0.5185755151170567,0.39562807397294536,499497/25094/298247/79434/64030/83526/114502/24592,8
GO:0045132,meiotic chromosome segregation,8/1145,100/18112,0.29778345976580556,0.5185755151170567,0.39562807397294536,81732/295107/293056/287634/362485/303745/315330/314949,8
GO:0070227,lymphocyte apoptotic process,8/1145,100/18112,0.29778345976580556,0.5185755151170567,0.39562807397294536,499285/25385/64566/25325/363229/100362347/297480/25406,8
GO:0007098,centrosome cycle,10/1145,129/18112,0.2987855608116372,0.5200086828754094,0.3967214564859805,314859/303240/307302/362279/170845/291540/116554/25537/310960/84353,10
GO:0051209,release of sequestered calcium ion into cytosol,10/1145,129/18112,0.2987855608116372,0.5200086828754094,0.3967214564859805,116553/24242/24244/50663/25385/310738/25639/691992/29219/307916,10
GO:0002637,regulation of immunoglobulin production,7/1145,86/18112,0.30083322054611444,0.5231020300960588,0.3990814117236644,116553/287287/303348/25325/24498/297480/24908,7
GO:0032729,positive regulation of interferon-gamma production,7/1145,86/18112,0.30083322054611444,0.5231020300960588,0.3990814117236644,100361294/29434/64566/300649/304883/54226/24514,7
GO:0071479,cellular response to ionizing radiation,7/1145,86/18112,0.30083322054611444,0.5231020300960588,0.3990814117236644,64033/310552/60447/24888/85471/316794/64709,7
GO:0032527,protein exit from endoplasmic reticulum,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,89868/361712/314456/294331,4
GO:0046006,regulation of activated T cell proliferation,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,287287/300649/293135/24483,4
GO:0048265,response to pain,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,54234/24410/445442/56718,4
GO:0048854,brain morphogenesis,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,83572/64566/25273/24592,4
GO:0072583,clathrin-dependent endocytosis,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,192154/29491/60568/84010,4
GO:0098534,centriole assembly,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,314859/303240/307302/291540,4
GO:1905521,regulation of macrophage migration,4/1145,44/18112,0.3021926874454186,0.524155850790165,0.39988538537719864,64357/445442/29152/116590,4
GO:0016125,sterol metabolic process,11/1145,144/18112,0.30225177203676756,0.524155850790165,0.39988538537719864,287287/25675/266770/24831/64474/25696/313210/362434/252900/300095/54226,11
GO:0098876,vesicle-mediated transport to the plasma membrane,11/1145,144/18112,0.30225177203676756,0.524155850790165,0.39988538537719864,303337/81802/289733/78961/79434/25549/361171/304743/79121/64630/296380,11
GO:0009064,glutamine family amino acid metabolic process,6/1145,72/18112,0.3031192784613588,0.5251896540574901,0.40067408747283545,291133/29386/360518/24813/24398/24205,6
GO:0030239,myofibril assembly,6/1145,72/18112,0.3031192784613588,0.5251896540574901,0.40067408747283545,499497/58814/24323/300838/297480/50554,6
GO:0032732,positive regulation of interleukin-1 production,6/1145,72/18112,0.3031192784613588,0.5251896540574901,0.40067408747283545,64566/24498/54226/24514/362979/25125,6
GO:0008016,regulation of heart contraction,15/1145,203/18112,0.30330436499885643,0.5253535630021958,0.40079913576032783,24242/24244/50663/24176/24831/54234/24323/29716/29693/25399/24925/25665/315611/24514/304514,15
GO:0001974,blood vessel remodeling,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,499497/29146/311332/361400/679028,5
GO:0032094,response to food,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,24954/24225/24604/56718/25235,5
GO:0033619,membrane protein proteolysis,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,310753/499285/25325/302705/54226,5
GO:0043300,regulation of leukocyte degranulation,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,116553/287287/25172/84477/289733,5
GO:0046902,regulation of mitochondrial membrane permeability,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,81647/25059/24888/303351/25125,5
GO:0051155,positive regulation of striated muscle cell differentiation,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,499497/24413/24323/56718/24925,5
GO:0070534,protein K63-linked ubiquitination,5/1145,58/18112,0.3040158537557055,0.525488552219597,0.4009021208078873,407784/362736/293561/311567/305549,5
GO:0051283,negative regulation of sequestering of calcium ion,10/1145,130/18112,0.30706223176713426,0.5304383569294798,0.40467839185583904,116553/24242/24244/50663/25385/310738/25639/691992/29219/307916,10
GO:1904659,glucose transmembrane transport,10/1145,130/18112,0.30706223176713426,0.5304383569294798,0.40467839185583904,84006/24954/60445/24323/366441/85262/308028/25059/290537/312670,10
GO:0000819,sister chromatid segregation,14/1145,189/18112,0.30866343860148526,0.5330457836169612,0.4066676319343279,499360/299957/295107/246284/291659/311336/24205/368002/310658/116633/24708/315330/314949/84353,14
GO:0009141,nucleoside triphosphate metabolic process,9/1145,116/18112,0.3118983893944391,0.5344496817408881,0.4077386842586902,287287/58964/685679/117273/24888/171116/83516/25125/25095,9
GO:0042310,vasoconstriction,9/1145,116/18112,0.3118983893944391,0.5344496817408881,0.4077386842586902,503018/29254/298184/25675/24323/25505/29358/117273/140914,9
GO:0002026,regulation of the force of heart contraction,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,24176/29693/24925,3
GO:0006099,tricarboxylic acid cycle,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,299201/64831/361596,3
GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,24242/24244/50663,3
GO:0015868,purine ribonucleotide transport,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,310791/116721/362287,3
GO:0016242,negative regulation of macroautophagy,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,60445/288092/56718,3
GO:0045648,positive regulation of erythrocyte differentiation,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,29263/25172/25125,3
GO:0045724,positive regulation of cilium assembly,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,307302/83788/311349,3
GO:0048011,neurotrophin TRK receptor signaling pathway,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,310738/306141/308666,3
GO:0048333,mesodermal cell differentiation,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,360606/310552/81507,3
GO:0062125,regulation of mitochondrial gene expression,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,29681/362416/315141,3
GO:0072528,pyrimidine-containing compound biosynthetic process,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,58964/685679/56718,3
GO:0098810,neurotransmitter reuptake,3/1145,31/18112,0.31194619781583016,0.5344496817408881,0.4077386842586902,25549/79212/29219,3
GO:0051607,defense response to virus,19/1145,264/18112,0.3122617265803043,0.5344496817408881,0.4077386842586902,298874/287287/298210/362609/690005/293294/290549/29681/360668/24498/294090/303088/24888/362615/363286/688581/311567/288167/29335,19
GO:0002763,positive regulation of myeloid leukocyte differentiation,6/1145,73/18112,0.3143762736202341,0.5344496817408881,0.4077386842586902,313922/78969/289733/301088/291567/24708,6
GO:0006305,DNA alkylation,6/1145,73/18112,0.3143762736202341,0.5344496817408881,0.4077386842586902,312299/680576/29386/311968/315606/313566,6
GO:0006306,DNA methylation,6/1145,73/18112,0.3143762736202341,0.5344496817408881,0.4077386842586902,312299/680576/29386/311968/315606/313566,6
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,6/1145,73/18112,0.3143762736202341,0.5344496817408881,0.4077386842586902,116553/287287/24498/29577/64030/24514,6
GO:0055002,striated muscle cell development,6/1145,73/18112,0.3143762736202341,0.5344496817408881,0.4077386842586902,499497/58814/24323/300838/297480/50554,6
GO:0008645,hexose transmembrane transport,10/1145,131/18112,0.31539325325066664,0.5344496817408881,0.4077386842586902,84006/24954/60445/24323/366441/85262/308028/25059/290537/312670,10
GO:0001833,inner cell mass cell proliferation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,686412/170845,2
GO:0002921,negative regulation of humoral immune response,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,289335/64023,2
GO:0006264,mitochondrial DNA replication,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,309762/361836,2
GO:0006474,N-terminal protein amino acid acetylation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,498489/362228,2
GO:0006704,glucocorticoid biosynthetic process,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,24413/171548,2
GO:0006857,oligopeptide transport,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,63886/116721,2
GO:0006991,response to sterol depletion,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,362434/300095,2
GO:0009148,pyrimidine nucleoside triphosphate biosynthetic process,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,58964/685679,2
GO:0009301,snRNA transcription,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,306665/288447,2
GO:0009414,response to water deprivation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,81647/25149,2
GO:0016486,peptide hormone processing,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,25697/116548,2
GO:0021681,cerebellar granular layer development,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,60391/311349,2
GO:0032230,"positive regulation of synaptic transmission, GABAergic",2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,366014/116647,2
GO:0032793,positive regulation of CREB transcription factor activity,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,29716/365297,2
GO:0032986,protein-DNA complex disassembly,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,301020/361825,2
GO:0035459,vesicle cargo loading,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,58817/685144,2
GO:0035795,negative regulation of mitochondrial membrane permeability,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,25059/24888,2
GO:0042492,gamma-delta T cell differentiation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,29147/289026,2
GO:0042670,retinal cone cell differentiation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,24831/365394,2
GO:0045725,positive regulation of glycogen biosynthetic process,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,24954/24483,2
GO:0045793,positive regulation of cell size,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,24323/312927,2
GO:0045836,positive regulation of meiotic nuclear division,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,64566/24654,2
GO:0048291,isotype switching to IgG isotypes,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,287287/303348,2
GO:0055062,phosphate ion homeostasis,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,84395/301285,2
GO:0060044,negative regulation of cardiac muscle cell proliferation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,24205/304514,2
GO:0060221,retinal rod cell differentiation,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,307724/140586,2
GO:0060572,morphogenesis of an epithelial bud,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,64566/84353,2
GO:0061042,vascular wound healing,2/1145,18/18112,0.316397180354435,0.5344496817408881,0.4077386842586902,500915/312670,2
